1734375470.360950,0
1734375470.464213,3
1734375470.566363,14
1734375470.669550,15
1734375470.772300,16
1734375470.874765,15
1734375470.979116,16
1734375471.083650,16
1734375471.187238,17
1734375471.290219,14
1734375471.392606,4
1734375471.495000,6
1734375471.598248,11
1734375471.701435,9
1734375471.803965,12
1734375471.907721,14
1734375472.010798,12
1734375472.113394,13
1734375472.216592,13
1734375472.320037,12
1734375472.422788,14
1734375472.525642,12
1734375472.628494,12
1734375472.731103,12
1734375472.834072,14
1734375472.936848,13
1734375473.039782,12
1734375473.142519,12
1734375473.246277,14
1734375473.349789,11
1734375473.453097,11
1734375473.556175,12
1734375473.659306,11
1734375473.762526,12
1734375473.864970,11
1734375473.968191,11
1734375474.071022,10
1734375474.173451,11
1734375474.276684,10
1734375474.379780,9
1734375474.483680,10
1734375474.586910,11
1734375474.690068,10
1734375474.792918,9
1734375474.896780,11
1734375474.999105,9
1734375475.102190,9
1734375475.205510,9
1734375475.308079,11
1734375475.411524,9
1734375475.514902,12
1734375475.618188,10
1734375475.721411,10
1734375475.823938,11
1734375475.926610,10
1734375476.029663,10
1734375476.132864,10
1734375476.235615,10
1734375476.338285,9
1734375476.441148,11
1734375476.544763,12
1734375476.648320,18
1734375476.752045,15
1734375476.854543,20
1734375476.958369,17
1734375477.061781,19
1734375477.166015,19
1734375477.270256,19
1734375477.373450,18
1734375477.479228,20
1734375477.582824,18
1734375477.685836,18
1734375477.789478,20
1734375477.893066,20
1734375477.996423,18
1734375478.099643,18
1734375478.204817,17
1734375478.307647,19
1734375478.411040,19
1734375478.514513,19
1734375478.617318,20
1734375478.722087,10
1734375478.825356,10
1734375478.928968,8
1734375479.033474,11
1734375479.136746,10
1734375479.239659,7
1734375479.342242,7
1734375479.444867,10
1734375479.547977,7
1734375479.651680,7
1734375479.754639,8
1734375479.856891,9
1734375479.959856,8
1734375480.062198,8
1734375480.164652,9
1734375480.266979,10
1734375480.369550,8
1734375480.473209,9
1734375480.577143,1
1734375480.680243,0
1734375480.782933,1
1734375480.886139,0
1734375480.989038,1
1734375481.091676,1
1734375481.195013,3
1734375481.298051,6
1734375481.401218,5
1734375481.504538,5
1734375481.607729,6
1734375481.712317,9
1734375481.815619,7
1734375481.920344,8
1734375482.023570,10
1734375482.126486,10
1734375482.230564,8
1734375482.333466,9
1734375482.437169,8
1734375482.540472,10
1734375482.643052,9
1734375482.745528,10
1734375482.849424,8
1734375482.952940,8
1734375483.056014,9
1734375483.158501,10
1734375483.262033,8
1734375483.364687,8
1734375483.467526,10
1734375483.570850,8
1734375483.673651,8
1734375483.776333,9
1734375483.879096,9
1734375483.981753,10
1734375484.085326,9
1734375484.188794,16
1734375484.291514,13
1734375484.394882,15
1734375484.498504,18
1734375484.601057,20
1734375484.704388,19
1734375484.811081,18
1734375484.914443,20
1734375485.018273,20
1734375485.120892,18
1734375485.223930,19
1734375485.327673,19
1734375485.430696,19
1734375485.534333,20
1734375485.637508,15
1734375485.741275,10
1734375485.845568,12
1734375485.949455,10
1734375486.052584,9
1734375486.155195,8
1734375486.257780,8
1734375486.360933,7
1734375486.463463,8
1734375486.566839,8
1734375486.671620,8
1734375486.773807,7
1734375486.877392,8
1734375486.979855,9
1734375487.082454,8
1734375487.185921,7
1734375487.288234,8
1734375487.391592,8
1734375487.494085,8
1734375487.598344,8
1734375487.701081,9
1734375487.804033,7
1734375487.906787,8
1734375488.009293,7
1734375488.112035,9
1734375488.214748,7
1734375488.317495,8
1734375488.421082,8
1734375488.524165,9
1734375488.626596,8
1734375488.729271,8
1734375488.833010,8
1734375488.935506,8
1734375489.038224,7
1734375489.141029,9
1734375489.243807,10
1734375489.346290,7
1734375489.449337,8
1734375489.552755,8
1734375489.655102,8
1734375489.757887,8
1734375489.861049,8
1734375489.964873,8
1734375490.068084,9
1734375490.171109,7
1734375490.274597,8
1734375490.377704,7
1734375490.481232,8
1734375490.584622,8
1734375490.687997,8
1734375490.790674,8
1734375490.893629,4
1734375490.997882,9
1734375491.101399,10
1734375491.205410,10
1734375491.308106,11
1734375491.411143,16
1734375491.513764,19
1734375491.617061,19
1734375491.720441,19
1734375491.823033,19
1734375491.925852,18
1734375492.028854,19
1734375492.131649,19
1734375492.234218,18
1734375492.337162,19
1734375492.439642,18
1734375492.543672,19
1734375492.646656,17
1734375492.749282,13
1734375492.852028,10
1734375492.954332,11
1734375493.057598,6
1734375493.161370,7
1734375493.267849,5
1734375493.371859,3
1734375493.475111,4
1734375493.579003,3
1734375493.682015,4
1734375493.784449,5
1734375493.886784,4
1734375493.989253,4
1734375494.091768,5
1734375494.195009,6
1734375494.298428,5
1734375494.402067,6
1734375494.505243,6
1734375494.608793,7
1734375494.712280,6
1734375494.815340,7
1734375494.918390,9
1734375495.021717,8
1734375495.124314,7
1734375495.228731,8
1734375495.334426,8
1734375495.438207,7
1734375495.540798,9
1734375495.643712,9
1734375495.748516,8
1734375495.850827,7
1734375495.953948,8
1734375496.056794,9
1734375496.159151,8
1734375496.261571,7
1734375496.364483,8
1734375496.467054,8
1734375496.570233,8
1734375496.673043,8
1734375496.776352,9
1734375496.878751,8
1734375496.981829,8
1734375497.085157,8
1734375497.187775,8
1734375497.290133,8
1734375497.394295,7
1734375497.496551,8
1734375497.598919,8
1734375497.702282,8
1734375497.805593,8
1734375497.908266,8
1734375498.010484,8
1734375498.113158,8
1734375498.215444,9
1734375498.318150,9
1734375498.421745,8
1734375498.524915,8
1734375498.628315,8
1734375498.732167,9
1734375498.835503,7
1734375498.938895,9
1734375499.041771,8
1734375499.145025,8
1734375499.247806,8
1734375499.350787,8
1734375499.453683,8
1734375499.556451,10
1734375499.660802,9
1734375499.763676,8
1734375499.866363,8
1734375499.969464,8
1734375500.072535,9
1734375500.175482,8
1734375500.279088,8
1734375500.382386,8
1734375500.485608,7
1734375500.588522,7
1734375500.691766,8
1734375500.794830,9
1734375500.897835,7
1734375501.001157,7
1734375501.103705,8
1734375501.206674,10
1734375501.308956,7
1734375501.412680,1
1734375501.515254,0
1734375501.617776,1
1734375501.720275,1
1734375501.823495,1
1734375501.926353,4
1734375502.029293,7
1734375502.131792,5
1734375502.235122,6
1734375502.338146,7
1734375502.441048,10
1734375502.544063,8
1734375502.648490,8
1734375502.752045,10
1734375502.854812,10
1734375502.957997,8
1734375503.060800,8
1734375503.165081,10
1734375503.267727,10
1734375503.370742,9
1734375503.475451,10
1734375503.579914,9
1734375503.682730,10
1734375503.785150,9
1734375503.888118,10
1734375503.992374,9
1734375504.095228,9
1734375504.198473,8
1734375504.301954,8
1734375504.404839,7
1734375504.508208,8
1734375504.610665,8
1734375504.713787,10
1734375504.816933,9
1734375504.919794,8
1734375505.022593,9
1734375505.125884,9
1734375505.228470,7
1734375505.331461,8
1734375505.434064,8
1734375505.536657,9
1734375505.641023,9
1734375505.744403,8
1734375505.847047,8
1734375505.949582,7
1734375506.052181,8
1734375506.155228,8
1734375506.258689,8
1734375506.361824,7
1734375506.464387,8
1734375506.568525,8
1734375506.671288,8
1734375506.774592,8
1734375506.877134,8
1734375506.979618,8
1734375507.082793,8
1734375507.185740,8
1734375507.288976,8
