1734375509.648805,0
1734375509.752275,3
1734375509.855149,11
1734375509.958217,13
1734375510.061450,17
1734375510.165329,18
1734375510.267873,17
1734375510.370161,15
1734375510.473869,13
1734375510.576726,9
1734375510.679580,5
1734375510.782039,8
1734375510.884985,7
1734375510.989334,11
1734375511.092675,9
1734375511.194879,14
1734375511.297896,17
1734375511.401527,12
1734375511.504110,12
1734375511.607328,12
1734375511.709728,14
1734375511.812811,12
1734375511.915049,12
1734375512.017727,10
1734375512.121765,11
1734375512.225017,11
1734375512.332491,12
1734375512.436888,12
1734375512.539984,11
1734375512.642543,12
1734375512.745094,13
1734375512.848476,12
1734375512.951866,11
1734375513.055096,11
1734375513.158329,11
1734375513.262079,11
1734375513.365140,11
1734375513.467774,9
1734375513.571112,11
1734375513.677890,12
1734375513.781577,9
1734375513.885172,10
1734375513.987856,10
1734375514.090193,12
1734375514.193681,10
1734375514.296130,10
1734375514.406410,10
1734375514.510623,9
1734375514.613424,10
1734375514.716436,10
1734375514.820209,11
1734375514.923685,10
1734375515.026293,9
1734375515.130322,10
1734375515.234344,13
1734375515.338074,10
1734375515.442837,10
1734375515.545818,10
1734375515.648723,10
1734375515.752040,11
1734375515.855080,9
1734375515.958420,18
1734375516.061358,18
1734375516.163853,20
1734375516.267246,19
1734375516.370661,20
1734375516.475149,20
1734375516.578687,20
1734375516.683757,19
1734375516.787066,19
1734375516.895492,20
1734375516.999351,16
1734375517.102032,20
1734375517.204925,20
1734375517.307877,19
1734375517.413097,20
1734375517.516927,18
1734375517.619879,20
1734375517.722917,17
1734375517.826367,16
1734375517.929034,14
1734375518.031671,15
1734375518.134464,12
1734375518.236875,11
1734375518.341177,9
1734375518.445625,8
1734375518.548917,10
1734375518.652226,10
1734375518.755674,9
1734375518.858051,9
1734375518.960697,10
1734375519.063752,11
1734375519.166867,9
1734375519.269615,10
1734375519.372742,11
1734375519.475338,11
1734375519.578693,10
1734375519.681895,10
1734375519.784768,10
1734375519.887162,2
1734375519.991556,1
1734375520.094200,0
1734375520.197108,1
1734375520.300591,3
1734375520.404365,6
1734375520.507614,4
1734375520.611203,6
1734375520.714178,7
1734375520.818531,10
1734375520.921242,8
1734375521.024822,8
1734375521.127170,9
1734375521.230053,8
1734375521.333282,8
1734375521.436305,9
1734375521.539689,10
1734375521.642637,8
1734375521.745473,8
1734375521.850218,8
1734375521.953564,7
1734375522.056478,9
1734375522.160563,8
1734375522.263742,9
1734375522.368760,8
1734375522.470975,8
1734375522.574058,9
1734375522.676998,8
1734375522.781085,8
1734375522.883500,7
1734375522.986150,9
1734375523.089347,8
1734375523.192071,16
1734375523.295643,14
1734375523.399458,20
1734375523.502365,19
1734375523.614114,19
1734375523.717517,20
1734375523.820766,19
1734375523.924820,19
1734375524.029755,19
1734375524.133085,19
1734375524.235562,20
1734375524.339525,19
1734375524.442019,20
1734375524.549241,17
1734375524.652008,16
1734375524.754869,15
1734375524.857316,15
1734375524.960675,10
1734375525.063386,8
1734375525.166611,7
1734375525.269672,9
1734375525.372531,8
1734375525.474892,8
1734375525.577606,8
1734375525.680551,9
1734375525.783041,8
1734375525.886260,8
1734375525.989017,8
1734375526.093075,8
1734375526.195924,8
1734375526.299984,8
1734375526.404498,8
1734375526.507398,8
1734375526.610781,8
1734375526.713341,8
1734375526.816190,8
1734375526.919641,8
1734375527.022457,7
1734375527.125400,8
1734375527.228088,8
1734375527.331796,7
1734375527.434210,8
1734375527.537376,9
1734375527.640412,8
1734375527.744091,8
1734375527.847011,7
1734375527.949658,7
1734375528.052590,8
1734375528.155078,7
1734375528.257708,8
1734375528.360706,9
1734375528.463246,8
1734375528.565810,8
1734375528.669143,8
1734375528.772721,8
1734375528.876117,7
1734375528.979304,7
1734375529.082595,9
1734375529.185974,9
1734375529.288575,7
1734375529.391466,8
1734375529.496343,8
1734375529.599503,8
1734375529.701912,8
1734375529.805229,8
1734375529.908793,7
1734375530.012004,8
1734375530.115247,10
1734375530.218249,10
1734375530.322311,6
1734375530.432045,11
1734375530.534322,18
1734375530.637688,19
1734375530.740014,19
1734375530.842441,20
1734375530.945736,20
1734375531.048470,19
1734375531.151973,19
1734375531.254287,20
1734375531.357581,20
1734375531.461286,16
1734375531.564503,16
1734375531.668948,19
1734375531.771652,16
1734375531.874770,11
1734375531.978136,11
1734375532.080933,12
1734375532.183795,12
1734375532.286612,13
1734375532.389591,14
1734375532.491999,17
