1731369588.470780,0
1731369588.577363,4
1731369588.679698,10
1731369588.783200,15
1731369588.886934,26
1731369588.990415,36
1731369589.094190,41
1731369589.197282,52
1731369589.311112,58
1731369589.414207,69
1731369589.516849,76
1731369589.619617,82
1731369589.724389,89
1731369589.828620,95
1731369589.931562,100
1731369590.035221,100
1731369590.138593,99
1731369590.242342,99
1731369590.345807,99
1731369590.448811,100
1731369590.552210,100
1731369590.657127,99
1731369590.759604,100
1731369590.863754,100
1731369590.966456,100
1731369591.070258,100
1731369591.173448,99
1731369591.276042,100
1731369591.380492,100
1731369591.506190,100
1731369591.609684,100
1731369591.712193,99
1731369591.814840,100
1731369591.919991,100
1731369592.025724,100
1731369592.128057,100
1731369592.231047,98
1731369592.336483,99
1731369592.446619,100
1731369592.549779,99
1731369592.653223,99
1731369592.755638,99
1731369592.859715,98
1731369592.962807,96
1731369593.065862,92
1731369593.171082,93
1731369593.274472,97
1731369593.377722,99
1731369593.481886,99
1731369593.584044,99
1731369593.732637,99
1731369593.838621,97
1731369593.946434,96
1731369594.049415,97
1731369594.153446,97
1731369594.258126,99
1731369594.363150,96
1731369594.465759,94
1731369594.570903,95
1731369594.673589,97
1731369594.776178,97
1731369594.880943,97
1731369595.016742,100
1731369595.120649,97
1731369595.225720,100
1731369595.328243,96
1731369595.436284,99
1731369595.539582,98
1731369595.643350,97
1731369595.747255,96
1731369595.852701,95
1731369595.957215,98
1731369596.060129,98
1731369596.168439,98
1731369596.271148,98
1731369596.376189,97
1731369596.481347,99
1731369596.584809,100
1731369596.687479,99
1731369596.790712,100
1731369596.893898,98
1731369596.997709,97
1731369597.100934,95
1731369597.205647,100
1731369597.317922,96
1731369597.424193,91
1731369597.529715,85
1731369597.635479,81
1731369597.740909,82
1731369597.845515,83
1731369597.951674,83
1731369598.055237,83
1731369598.158412,86
1731369598.262104,82
1731369598.365670,82
1731369598.469311,84
1731369598.572134,84
1731369598.675883,82
1731369598.782588,76
1731369598.885823,71
1731369598.989525,64
1731369599.097084,57
1731369599.199377,53
1731369599.303331,46
1731369599.407157,41
1731369599.514061,44
1731369599.617356,42
1731369599.722725,40
1731369599.826016,40
1731369599.930192,38
1731369600.035622,37
1731369600.143665,36
1731369600.246466,35
1731369600.349169,36
1731369600.454800,37
1731369600.561218,36
1731369600.663947,33
1731369600.766494,34
1731369600.870173,35
1731369600.973076,35
1731369601.075841,35
1731369601.181380,34
1731369601.284535,37
1731369601.388181,36
1731369601.491149,36
1731369601.593539,34
1731369601.695935,36
1731369601.798689,34
1731369601.902212,35
1731369602.006894,36
1731369602.110610,35
1731369602.213504,34
1731369602.316866,35
1731369602.419383,33
1731369602.522130,35
1731369602.631270,34
1731369602.735687,34
1731369602.841199,36
1731369602.944598,34
1731369603.047233,36
1731369603.149888,35
1731369603.255774,36
1731369603.360950,32
1731369603.465894,31
1731369603.569252,31
1731369603.672698,31
1731369603.775877,28
1731369603.878017,27
1731369604.058933,28
1731369604.162047,27
1731369604.264834,27
1731369604.367558,26
1731369604.479296,25
1731369604.582841,26
1731369604.686820,25
1731369604.789176,25
1731369604.893047,26
1731369604.995148,26
1731369605.099417,25
1731369605.203439,27
1731369605.305779,27
1731369605.408650,27
1731369605.514408,26
1731369605.625131,27
1731369605.731148,26
1731369605.835176,27
1731369605.938667,27
1731369606.041747,27
1731369606.145472,27
1731369606.248148,27
1731369606.351661,27
1731369606.455178,28
1731369606.557723,28
1731369606.670679,27
1731369606.773325,26
1731369606.875643,26
1731369606.980895,27
1731369607.083848,28
1731369607.186550,27
1731369607.289786,28
1731369607.392097,27
1731369607.495338,29
1731369607.598765,27
1731369607.703555,28
1731369607.806134,28
1731369607.913711,28
1731369608.016409,27
1731369608.119265,28
1731369608.224200,28
1731369608.327525,29
1731369608.430624,29
1731369608.534086,28
1731369608.637208,29
1731369608.742110,29
1731369608.850159,31
1731369608.953241,31
1731369609.061368,31
1731369609.164688,31
1731369609.267506,30
1731369609.370597,38
1731369609.475321,38
